Accession,Release_Date,Species,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT510719,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29745,USA,,Homo sapiens,oronasopharynx,2020-03-14
MT510721,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29645,USA,,Homo sapiens,oronasopharynx,2020-03-14
MT510722,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA,,Homo sapiens,oronasopharynx,2020-03-19
MT510725,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA,,Homo sapiens,oronasopharynx,2020-03-20
MT510726,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA,,Homo sapiens,oronasopharynx,2020-03-20
MT510727,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China,,Homo sapiens,,2020-02-15
MT510728,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,China,,Homo sapiens,,2020-02-13
MT510999,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,Netherlands: Leiden,,Homo sapiens,oronasopharynx,2020-03-09
MT511066,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-01
MT511067,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-02
MT511068,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-03-31
MT511069,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-03
MT511070,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-03-31
MT511071,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-07
MT511072,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,Poland,,Homo sapiens,,2020-04-03
MT511073,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-01
MT511074,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-03-31
MT511075,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,Poland,,Homo sapiens,,2020-04-02
MT511076,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,Poland,,Homo sapiens,,2020-04-07
MT511077,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-03-29
MT511078,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,Poland,,Homo sapiens,,2020-04-02
MT511079,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Poland,,Homo sapiens,,2020-03-29
MT511080,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-03-29
MT511081,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,,Homo sapiens,,2020-04-07
MT511082,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,Poland,,Homo sapiens,,2020-04-01
MT512415,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512416,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512417,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-05
MT512418,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512419,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512420,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-21
MT512421,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-23
MT512422,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-23
MT512423,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-23
MT512424,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-03
MT512425,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-07
MT512426,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-08
MT512427,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-07
MT512428,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-08
MT512429,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512430,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-07
MT512431,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512433,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512434,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512435,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512436,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512437,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512438,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512439,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-09
MT512440,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512441,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512442,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512443,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-11
MT512444,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,swab,2020-03-03
MT512445,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-10
MT512446,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-13
MT512447,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-03-17
MT512644,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-28
MT512645,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-05-05
MT509958,2020-05-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,Bangladesh,,Homo sapiens,,2020-05-11
MT509959,2020-05-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,India: Jamnagar,,Homo sapiens,,2020-05-04
MT509649,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,India: Vadodara,,Homo sapiens,,2020-05-02
MT509650,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Vadodara,,Homo sapiens,,2020-05-02
MT509651,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Vadodara,,Homo sapiens,,2020-05-03
MT509656,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,India: Vadodara,,Homo sapiens,,2020-05-03
MT509657,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahod,,Homo sapiens,,2020-05-03
MT509658,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahod,,Homo sapiens,,2020-05-03
MT509659,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Vadodara,,Homo sapiens,,2020-05-03
MT509669,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,USA: Michigan,MI,Homo sapiens,,2020-03-11
MT509674,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: Michigan,MI,Homo sapiens,,2020-03-15
MT509683,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,MI,Homo sapiens,,2020-03-24
MT509685,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA: Michigan,MI,Homo sapiens,,2020-03-25
MT509702,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: Michigan,MI,Homo sapiens,,2020-03-30
MT509703,2020-05-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: Michigan,MI,Homo sapiens,,2020-03-30
MT509452,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-21
MT509453,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-14
MT509454,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-13
MT509455,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-20
MT509456,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-20
MT509457,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-19
MT509458,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-24
MT509459,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-14
MT509460,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-19
MT509461,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-22
MT509462,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-24
MT509463,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-07
MT509464,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-14
MT509465,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-15
MT509466,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-17
MT509467,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-22
MT509468,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-21
MT509471,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-17
MT509472,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-11
MT509474,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-08
MT509475,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-11
MT509477,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-20
MT509480,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-26
MT509486,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-18
MT509488,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-16
MT509489,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-17
MT509490,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-14
MT509491,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-26
MT509492,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-17
MT509493,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Maryland,MD,Homo sapiens,oronasopharynx,2020-03-23
MT509494,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Vadodara,,Homo sapiens,,2020-05-03
MT509495,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Kodinar,,Homo sapiens,,2020-05-10
MT509496,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Botad,,Homo sapiens,,2020-05-09
MT509497,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Una,,Homo sapiens,,2020-05-11
MT509498,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jamnagar,,Homo sapiens,,2020-05-09
MT509499,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jamnagar,,Homo sapiens,,2020-05-07
MT509500,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahod,,Homo sapiens,,2020-05-03
MT509501,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jamnagar,,Homo sapiens,,2020-05-06
MT509502,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jamnagar,,Homo sapiens,,2020-05-10
MT509503,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Junagadh,,Homo sapiens,,2020-05-09
MT509504,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-05-06
MT509505,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,,Homo sapiens,,2020-04-11
MT509506,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-04-27
MT509507,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Una,,Homo sapiens,,2020-05-10
MT509508,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Jamnagar,,Homo sapiens,,2020-05-05
MT509509,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,,Homo sapiens,,2020-04-11
MT509510,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Una,,Homo sapiens,,2020-05-10
MT509511,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Rajkot,,Homo sapiens,,2020-04-28
MT509512,2020-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahod,,Homo sapiens,,2020-05-01
MT506201,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506203,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506205,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506209,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: Michigan,MI,Homo sapiens,,2020-03-15
MT506221,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Michigan,MI,Homo sapiens,,2020-03-25
MT506530,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,MI,Homo sapiens,,2020-03-15
MT506531,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: Michigan,MI,Homo sapiens,,2020-03-12
MT506532,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506533,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506534,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: Michigan,MI,Homo sapiens,,2020-03-14
MT506535,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: Michigan,MI,Homo sapiens,,2020-03-16
MT506537,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: Michigan,MI,Homo sapiens,,2020-03-15
MT506539,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: Michigan,MI,Homo sapiens,,2020-03-20
MT506540,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: Michigan,MI,Homo sapiens,,2020-03-20
MT506541,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,USA: Michigan,MI,Homo sapiens,,2020-03-19
MT506544,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: Michigan,MI,Homo sapiens,,2020-03-25
MT506546,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,MI,Homo sapiens,,2020-03-27
MT506565,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: Michigan,MI,Homo sapiens,,2020-04-01
MT506566,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: Michigan,MI,Homo sapiens,,2020-04-02
MT506567,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: Michigan,MI,Homo sapiens,,2020-04-02
